update,grad_norm,clipped,loss,cls,box,quality,depth,num_pos,gate_rate,temp_gate_absmean,bank_slots,temporal_active,bank_resets,grad_backbone,grad_head
440,40.2300,1,15.0618,4.4908,5.6119,4.4726,0.4865,10,1.000,0.00064,4,4/4,24,21.1908,34.1965
441,34.4947,1,14.9404,4.3162,5.6559,4.5248,0.4435,10,1.000,0.00064,4,4/4,24,19.7946,28.2499
442,36.6852,1,14.2055,4.1749,5.0653,4.4947,0.4707,10,1.000,0.00063,4,4/4,24,22.0860,29.2919
443,45.9394,1,14.6992,4.1663,5.3691,4.5326,0.6313,10,1.000,0.00063,4,4/4,24,28.3471,36.1507
444,86.8557,1,15.0790,5.2325,4.9410,4.3629,0.5427,10,1.000,0.00064,4,4/4,24,74.6735,44.3596
445,51.9442,1,14.4223,4.8272,5.0549,3.9881,0.5521,8,0.875,0.00064,4,4/4,25,28.6019,43.3604
446,52.8637,1,15.0648,4.5330,5.4278,4.5984,0.5056,8,1.000,0.00063,4,4/4,25,27.1840,45.3387
447,56.5975,1,15.5335,4.4113,5.9609,4.6687,0.4925,8,1.000,0.00063,4,4/4,25,24.2135,51.1565
448,51.9623,1,15.7295,4.5091,6.0438,4.7075,0.4691,8,1.000,0.00062,4,4/4,25,19.4088,48.2014
449,46.0521,1,15.9777,4.6760,5.9615,4.7134,0.6269,8,1.000,0.00061,4,4/4,25,24.0083,39.2988
450,45.4909,1,16.1275,4.6181,6.3012,4.7319,0.4762,8,1.000,0.00060,4,4/4,25,23.8835,38.7169
451,56.2251,1,15.2241,4.1461,6.0037,4.6022,0.4720,8,1.000,0.00059,4,4/4,25,24.9487,50.3868
452,52.6729,1,15.2397,4.4441,5.6259,4.6559,0.5138,11,1.000,0.00059,4,3/4,26,21.1360,48.2463
453,38.7356,1,15.2616,4.1959,5.9094,4.6994,0.4569,12,1.000,0.00059,4,4/4,26,17.0314,34.7905
454,43.1663,1,15.1552,4.3168,5.8694,4.4578,0.5112,12,1.000,0.00059,4,4/4,26,29.2766,31.7209
455,46.6934,1,15.3828,4.6404,5.7747,4.4903,0.4775,12,1.000,0.00058,4,4/4,26,31.8284,34.1647
456,48.4646,1,13.8281,4.5413,4.9179,3.9165,0.4524,12,0.917,0.00057,4,4/4,26,37.6821,30.4775
457,49.5760,1,14.3732,4.6852,5.1325,4.0926,0.4628,12,0.917,0.00057,4,4/4,26,36.2905,33.7753
458,56.1139,1,14.1105,4.2644,5.2397,4.1653,0.4410,12,0.917,0.00057,4,4/4,26,23.2324,51.0786
459,42.1969,1,14.9822,4.9953,5.1296,4.3335,0.5239,13,0.923,0.00057,4,4/4,26,24.1226,34.6219
460,43.4283,1,14.7522,4.5026,5.4002,4.3806,0.4688,13,0.923,0.00057,4,4/4,26,18.1618,39.4483
461,53.0315,1,15.0064,3.7940,6.1546,4.6591,0.3986,12,1.000,0.00057,4,4/4,26,29.7095,43.9282
462,56.4728,1,14.7905,3.9833,5.7750,4.5951,0.4372,12,1.000,0.00057,4,4/4,26,27.8398,49.1337
463,55.4965,1,14.3875,4.4297,5.3694,4.1115,0.4769,12,0.750,0.00057,4,4/4,26,25.3293,49.3791
464,48.4013,1,16.1955,4.3968,6.2914,5.0048,0.5024,10,1.000,0.00056,4,3/4,27,21.8693,43.1789
465,49.8527,1,16.9951,4.6892,6.7864,4.9388,0.5807,11,1.000,0.00055,4,3/4,28,26.4132,42.2804
466,51.8599,1,15.5947,4.2819,6.0553,4.7197,0.5379,12,1.000,0.00054,4,4/4,28,32.3323,40.5472
467,40.7257,1,15.2004,4.0017,5.8539,4.7987,0.5461,12,1.000,0.00053,4,4/4,28,22.4681,33.9671
468,46.0457,1,15.2988,4.1597,5.7740,4.8128,0.5522,12,1.000,0.00053,4,4/4,28,20.3634,41.2981
469,38.1195,1,15.5638,4.0654,6.1877,4.8238,0.4870,11,1.000,0.00052,4,4/4,28,17.9897,33.6075
470,43.7428,1,15.2085,4.2345,5.7644,4.7338,0.4758,11,1.000,0.00051,4,4/4,28,21.2825,38.2163
471,48.7319,1,16.6799,4.4184,6.5040,4.8795,0.8780,11,1.000,0.00051,4,4/4,28,25.1541,41.7381
472,41.5213,1,16.6191,4.5568,6.8014,4.7167,0.5443,11,1.000,0.00051,4,4/4,28,26.8176,31.6992
473,35.4338,1,15.2312,4.0643,6.0074,4.6739,0.4857,11,1.000,0.00051,4,4/4,28,19.2287,29.7626
474,48.5358,1,15.7500,3.9891,6.5494,4.7055,0.5060,11,1.000,0.00051,4,4/4,28,30.4690,37.7805
475,42.3358,1,14.7334,3.9139,5.6511,4.6835,0.4849,10,1.000,0.00051,4,4/4,28,14.7930,39.6672
476,31.4716,1,14.3168,3.9130,5.4270,4.5087,0.4681,10,1.000,0.00050,4,4/4,28,15.9082,27.1549
477,33.9953,1,14.6917,3.7907,5.8288,4.5914,0.4808,10,1.000,0.00050,4,4/4,28,18.2340,28.6915
478,37.0260,1,14.9705,3.8116,5.9787,4.6792,0.5011,10,1.000,0.00049,4,4/4,28,18.2125,32.2370
479,50.4764,1,14.5757,3.8383,5.6702,4.5811,0.4861,10,1.000,0.00049,4,4/4,28,18.1482,47.1010
480,45.2612,1,14.0526,4.7214,4.8734,3.9379,0.5199,10,0.900,0.00049,4,4/4,28,24.9863,37.7394
481,52.8327,1,15.1918,4.1674,5.9436,4.6060,0.4749,10,1.000,0.00048,4,4/4,28,32.9489,41.2996
482,50.3338,1,13.4053,3.8356,4.9590,4.1399,0.4709,10,0.900,0.00048,4,4/4,28,19.7390,46.3019
483,38.4817,1,13.6578,5.3095,4.3336,3.5415,0.4732,10,0.800,0.00047,4,4/4,28,21.0548,32.2108
484,41.7613,1,13.4650,4.1291,4.8165,4.0703,0.4491,10,0.900,0.00047,4,4/4,28,16.4464,38.3864
485,40.3137,1,13.8159,4.1243,5.0859,4.1392,0.4666,10,0.900,0.00046,4,4/4,28,14.3567,37.6706
486,41.7863,1,16.4237,5.3345,6.1596,4.4424,0.4871,10,0.900,0.00045,4,3/4,29,19.1037,37.1637
487,47.6794,1,15.4425,5.2388,5.6844,4.0392,0.4801,9,0.889,0.00044,4,4/4,29,20.0573,43.2554
488,54.2754,1,16.1192,5.3543,5.9934,4.2778,0.4937,9,0.889,0.00042,4,4/4,29,23.7315,48.8122
489,39.6659,1,15.4933,4.8562,5.8489,4.3020,0.4862,9,0.889,0.00041,4,4/4,29,21.8807,33.0850
490,47.4850,1,15.0882,4.9848,5.4201,4.1802,0.5031,9,0.889,0.00039,4,4/4,29,24.9471,40.4038
491,41.6409,1,15.1141,4.6097,5.8678,4.1512,0.4854,9,0.889,0.00037,4,4/4,29,18.2534,37.4270
492,64.6871,1,15.4108,4.5272,6.0716,4.3324,0.4797,9,1.000,0.00035,4,4/4,29,32.1529,56.1303
493,49.6609,1,14.9598,4.4616,5.9383,4.0563,0.5036,9,0.889,0.00033,4,4/4,29,21.4341,44.7972
494,56.7131,1,17.0963,4.3926,7.5188,4.6893,0.4956,9,1.000,0.00031,4,4/4,29,30.6016,47.7485
495,48.2480,1,17.2189,4.2104,7.8401,4.6645,0.5039,9,1.000,0.00030,4,4/4,29,25.2365,41.1216
496,42.5317,1,14.9279,5.3012,5.3396,3.6730,0.6141,9,1.000,0.00030,4,4/4,29,25.5928,33.9700
497,38.3044,1,17.0525,4.7558,7.3319,4.4189,0.5459,9,1.000,0.00030,4,4/4,29,20.4724,32.3745
498,44.9831,1,16.7150,5.7284,6.2674,4.0997,0.6196,9,0.889,0.00030,4,4/4,29,25.3490,37.1606
499,35.7692,1,14.9258,4.5483,5.8334,4.0197,0.5244,9,1.000,0.00031,4,4/4,29,19.5768,29.9363
